"DATE/TIME","TYPE","ORDER#","TRADE#","REL. ORDER#","PRODUCT","UNITS/AMT","PRICE","BOUNDARY PRICE","STOP LOSS","TAKE PROFIT","MARGIN (AUD)","CONVERSION RATE","VALUE (AUD)","AMOUNT (AUD)","BALANCE (AUD)","AMOUNT EXCLUDING FEE","FEE","HOLDING COST - AMOUNT","HOLDING RATE","HOLDING COST (AUD)","HOLDING COST - TOTAL (AUD)","PREMIUM","REFUND %","TARGET","WIN PAYOUT","DRAW PAYOUT","OPEN","EXPIRY","SETTLEMENT","SETTLEMENT PRICE","RESULT","PAYOUT","TYPE","EXPIRY","STRIKE PRICE","SETTLEMENT","SETTLEMENT PRICE","PROFIT","LOSS"
"05 May 2026 15:38:46","Close Trade","O4-FB-9G1KHG","T4-FB-6NJ0ZK","O4-FB-9FL22C","Superloop Ltd","3,000 Uts","3.400","-","-","-","-","-","10,200.00","21.00","19,267.65","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 14:21:26","Stop Loss Modified","O4-FB-9FXW58","-","O4-FB-9FXW59","Sunrise Energy Metals Ltd","1,000 Uts","12.490","-","12.193","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 14:20:51","Stop Loss Modified","O4-FB-9FXXX0","-","O4-FB-9FXXX1","IPD Group Ltd","2,000 Uts","5.760","-","5.598","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 14:20:25","Stop Loss Modified","O4-FB-9FLBJ9","-","O4-FB-9FLBJB","APA Group","1,000 Uts","10.190","-","10.221","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 07:00:43","Holding Cost","1585880504","-","-","Account","-","-","-","-","-","-","-","-","-10.18","19,246.65","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 07:00:43","Holding Cost","O4-FB-9FY9ZH","-","-","Superloop Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,395.00","-6.70690%","-1.91","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 07:00:43","Holding Cost","O4-FB-9FXW58","-","-","Sunrise Energy Metals Ltd","-","-","-","-","-","-","-","-","-","-","-","-","12,515.00","-6.70690%","-2.30","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 07:00:43","Holding Cost","O4-FB-9FLBJ9","-","-","APA Group","-","-","-","-","-","-","-","-","-","-","-","-","10,435.00","-6.70690%","-1.92","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 07:00:43","Holding Cost","O4-FB-9FL22C","-","-","Superloop Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,395.00","-6.70690%","-1.91","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"05 May 2026 07:00:43","Holding Cost","O4-FB-9FXXX0","-","-","IPD Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,670.00","-6.70690%","-2.14","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 15:54:55","Commission Charge","1585404536","-","O4-FB-9FY9ZH","Superloop Ltd","3,000 Uts","-","-","-","-","-","-","-","-9.40","19,256.83","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 15:54:55","Buy Trade","O4-FB-9FY9ZH","T4-FB-6NF8YQ","-","Superloop Ltd","3,000 Uts","3.480","-","3.300","-","-","1","10,440.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 14:35:28","Commission Charge","1585388416","-","O4-FB-9FY6FD","Adisyn Ltd","10,000 Uts","-","-","-","-","-","-","-","-7.00","19,266.23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 14:35:28","Close Trade","O4-FB-9FY6FD","T4-FB-6NF60L","O4-FB-9FXVLJ","Adisyn Ltd","10,000 Uts","0.195","-","-","-","-","-","1,950.00","-250.00","19,273.23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 14:16:14","Commission Charge","1585385402","-","O4-FB-9FY5Q2","Starpharma Holdings Ltd","7,750 Uts","-","-","-","-","-","-","-","-7.00","19,523.23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 14:16:14","Close Trade","O4-FB-9FY5Q2","T4-FB-6NF5GQ","O4-FB-9FTTVP","Starpharma Holdings Ltd","7,750 Uts","0.710","-","-","-","-","-","5,502.50","-193.75","19,530.23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 14:16:07","Commission Charge","1585385379","-","O4-FB-9FY5PV","Dalrymple Bay Infrastructure Ltd","2,000 Uts","-","-","-","-","-","-","-","-9.79","19,723.98","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 14:16:06","Close Trade","O4-FB-9FY5PV","T4-FB-6NF5GJ","O4-FB-9FTX8G","Dalrymple Bay Infrastructure Ltd","2,000 Uts","5.440","-","-","-","-","-","10,880.00","-120.00","19,733.77","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 11:10:16","Commission Charge","1585340178","-","O4-FB-9FXYLT","PLS Group Ltd","4,000 Uts","-","-","-","-","-","-","-","-21.64","19,853.77","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 11:10:16","Close Trade","O4-FB-9FXYLT","T4-FB-6NEZMW","O4-FB-9FPQ4M","PLS Group Ltd","2,000 Uts","6.010","-","-","-","-","-","12,020.00","-120.00","19,875.41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 11:10:16","Close Trade","O4-FB-9FXYLT","T4-FB-6NEZMV","O4-F9-9ENCDJ","PLS Group Ltd","2,000 Uts","6.010","-","-","-","-","-","12,020.00","1,020.00","19,995.41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 10:58:16","Commission Charge","1585335567","-","O4-FB-9FXXX0","IPD Group Ltd","2,000 Uts","-","-","-","-","-","-","-","-10.37","18,975.41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 10:58:16","Buy Trade","O4-FB-9FXXX0","T4-FB-6NEZ13","-","IPD Group Ltd","2,000 Uts","5.760","-","5.440","-","-","1","11,520.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 10:20:36","Commission Charge","1585320982","-","O4-FB-9FXW58","Sunrise Energy Metals Ltd","1,000 Uts","-","-","-","-","-","-","-","-11.24","18,985.78","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 10:20:36","Buy Trade","O4-FB-9FXW58","T4-FB-6NEXMZ","-","Sunrise Energy Metals Ltd","1,000 Uts","12.490","-","11.360","-","-","1","12,490.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 10:09:12","Commission Charge","1585317376","-","O4-FB-9FXVLJ","Adisyn Ltd","10,000 Uts","-","-","-","-","-","-","-","-7.00","18,997.02","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"04 May 2026 10:09:12","Buy Trade","O4-FB-9FXVLJ","T4-FB-6NEX70","-","Adisyn Ltd","10,000 Uts","0.220","-","0.180","-","-","1","2,200.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02 May 2026 07:00:48","Holding Cost","1585032651","-","-","Account","-","-","-","-","-","-","-","-","-34.00","19,004.02","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02 May 2026 07:00:48","Holding Cost","O4-FB-9FTX8G","-","-","Dalrymple Bay Infrastructure Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,010.00","-6.69660%","-6.06","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02 May 2026 07:00:48","Holding Cost","O4-FB-9FTTVP","-","-","Starpharma Holdings Ltd","-","-","-","-","-","-","-","-","-","-","-","-","5,560.62","-6.69660%","-3.06","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02 May 2026 07:00:48","Holding Cost","O4-F9-9ENCDJ","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","12,290.00","-6.69660%","-6.76","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02 May 2026 07:00:48","Holding Cost","O4-FB-9FLBJ9","-","-","APA Group","-","-","-","-","-","-","-","-","-","-","-","-","10,480.00","-6.69660%","-5.77","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02 May 2026 07:00:48","Holding Cost","O4-FB-9FL22C","-","-","Superloop Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,155.00","-6.69660%","-5.59","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"02 May 2026 07:00:48","Holding Cost","O4-FB-9FPQ4M","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","12,290.00","-6.69660%","-6.76","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 11:52:31","Commission Charge","1584550868","-","O4-FB-9FTX8G","Dalrymple Bay Infrastructure Ltd","2,000 Uts","-","-","-","-","-","-","-","-9.90","19,038.02","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 11:52:31","Buy Trade","O4-FB-9FTX8G","T4-FB-6NCF4K","-","Dalrymple Bay Infrastructure Ltd","2,000 Uts","5.500","-","5.310","-","-","1","11,000.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 10:37:05","Commission Charge","1584540802","-","O4-FB-9FTTVP","Starpharma Holdings Ltd","7,750 Uts","-","-","-","-","-","-","-","-7.00","19,047.92","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 10:37:05","Buy Trade","O4-FB-9FTTVP","T4-FB-6NCD3T","-","Starpharma Holdings Ltd","7,750 Uts","0.735","-","0.685","-","-","1","5,696.25","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 07:00:58","Holding Cost","1584355893","-","-","Account","-","-","-","-","-","-","-","-","-8.18","19,054.92","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 07:00:58","Holding Cost","O4-F9-9ENCDJ","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","12,070.00","-6.70360%","-2.22","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 07:00:58","Holding Cost","O4-FB-9FLBJ9","-","-","APA Group","-","-","-","-","-","-","-","-","-","-","-","-","10,305.00","-6.70360%","-1.89","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 07:00:58","Holding Cost","O4-FB-9FL22C","-","-","Superloop Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,080.00","-6.70360%","-1.85","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 07:00:58","Holding Cost","O4-FB-9FPQ4M","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","12,070.00","-6.70360%","-2.22","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"01 May 2026 00:02:06","Market Data Charge","1584024857","-","-","CFD Australian Share Feed","-","-","-","-","-","-","-","-","-112.20","19,063.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 11:45:06","Commission Charge","1583675171","-","O4-FB-9FPQ4M","PLS Group Ltd","2,000 Uts","-","-","-","-","-","-","-","-10.93","19,175.30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 11:45:06","Buy Trade","O4-FB-9FPQ4M","T4-FB-6N7RG8","-","PLS Group Ltd","2,000 Uts","6.070","-","5.850","-","-","1","12,140.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 11:10:35","Commission Charge","1583668191","-","O4-FB-9FL2CN","Cuscal Ltd","2,200 Uts","-","-","-","-","-","-","-","-9.36","19,186.23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 11:10:35","Stop Loss","O4-FB-9FL2CM","T4-FB-6N7PNE","-","Cuscal Ltd","2,200 Uts","4.726","-","-","-","-","-","10,397.20","-349.80","19,195.59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 10:54:07","Stop Loss Modified","O4-FB-9FL22C","-","O4-FB-9FL22D","Superloop Ltd","3,000 Uts","3.393","-","3.292","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 10:53:43","Stop Loss Modified","O4-FB-9FL2CM","-","O4-FB-9FL2CN","Cuscal Ltd","2,200 Uts","4.885","-","4.733","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 07:00:56","Holding Cost","1583454059","-","-","Account","-","-","-","-","-","-","-","-","-7.80","19,545.39","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 07:00:56","Holding Cost","O4-F9-9ENCDJ","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,910.00","-6.68880%","-2.18","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 07:00:56","Holding Cost","O4-FB-9FLBJ9","-","-","APA Group","-","-","-","-","-","-","-","-","-","-","-","-","10,165.00","-6.68880%","-1.86","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 07:00:56","Holding Cost","O4-FB-9FL22C","-","-","Superloop Ltd","-","-","-","-","-","-","-","-","-","-","-","-","9,915.00","-6.68880%","-1.82","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30 Apr 2026 07:00:56","Holding Cost","O4-FB-9FL2CM","-","-","Cuscal Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,571.00","-6.68880%","-1.94","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29 Apr 2026 14:02:26","Commission Charge","1582909632","-","O4-FB-9FLBJ9","APA Group","1,000 Uts","-","-","-","-","-","-","-","-9.17","19,553.19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29 Apr 2026 14:02:26","Buy Trade","O4-FB-9FLBJ9","T4-FB-6N4TE9","-","APA Group","1,000 Uts","10.190","-","9.960","-","-","1","10,190.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29 Apr 2026 10:20:00","Commission Charge","1582875398","-","O4-FB-9FL2CM","Cuscal Ltd","2,200 Uts","-","-","-","-","-","-","-","-9.67","19,562.36","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29 Apr 2026 10:20:00","Buy Trade","O4-FB-9FL2CM","T4-FB-6N4LPH","-","Cuscal Ltd","2,200 Uts","4.885","-","4.660","-","-","1","10,747.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29 Apr 2026 10:13:19","Commission Charge","1582874010","-","O4-FB-9FL22C","Superloop Ltd","3,000 Uts","-","-","-","-","-","-","-","-9.16","19,572.03","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29 Apr 2026 10:13:19","Buy Trade","O4-FB-9FL22C","T4-FB-6N4LG4","-","Superloop Ltd","3,000 Uts","3.393","-","3.250","-","-","1","10,179.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29 Apr 2026 07:01:05","Holding Cost","1582722299","-","-","Account","-","-","-","-","-","-","-","-","-2.23","19,581.19","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29 Apr 2026 07:01:05","Holding Cost","O4-F9-9ENCDJ","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","12,190.00","-6.67750%","-2.23","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 15:20:42","Commission Charge","1582180974","-","O4-FB-9FH2ZM","Aurizon Holdings Ltd","1,000 Uts","-","-","-","-","-","-","-","-7.00","19,583.42","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 15:20:42","Close Trade","O4-FB-9FH2ZM","T4-FB-6N2483","O4-F8-9DWNCH","Aurizon Holdings Ltd","1,000 Uts","4.140","-","-","-","-","-","4,140.00","0.00","19,590.42","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 14:07:24","Commission Charge","1582169469","-","O4-FB-9FH0S8","IPD Group Ltd","2,000 Uts","-","-","-","-","-","-","-","-9.77","19,590.42","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 14:07:24","Close Trade","O4-FB-9FH0S8","T4-FB-6N228V","O4-F9-9EZH7F","IPD Group Ltd","2,000 Uts","5.430","-","-","-","-","-","10,860.00","760.00","19,600.19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 14:06:52","Commission Charge","1582169393","-","O4-FB-9FH0RS","Southern Cross Electrical Engineering LTD","3,300 Uts","-","-","-","-","-","-","-","-10.72","18,840.19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 14:06:52","Close Trade","O4-FB-9FH0RS","T4-FB-6N228L","O4-F9-9EWJCD","Southern Cross Electrical Engineering LTD","3,300 Uts","3.610","-","-","-","-","-","11,913.00","396.00","18,850.91","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 13:15:07","Commission Charge","1582162909","-","O4-FB-9FE8EB","IPD Group Ltd","2,000 Uts","-","-","-","-","-","-","-","-9.79","18,454.91","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 13:15:07","Stop Loss","O4-FB-9FE8E9","T4-FB-6N213X","-","IPD Group Ltd","2,000 Uts","5.440","-","-","-","-","-","10,880.00","-360.00","18,464.70","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 11:57:46","Commission Charge","1582150585","-","O4-FB-9FGWQY","TPG Telecom Ltd","5,000 Uts","-","-","-","-","-","-","-","-19.31","18,824.70","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 11:57:46","Close Trade","O4-FB-9FGWQY","T4-FB-6N1Z03","O4-F9-9FBBN5","TPG Telecom Ltd","2,500 Uts","4.290","-","-","-","-","-","10,725.00","-150.00","18,844.01","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 11:57:46","Close Trade","O4-FB-9FGWQY","T4-FB-6N1Z02","O4-F8-9E5683","TPG Telecom Ltd","2,500 Uts","4.290","-","-","-","-","-","10,725.00","425.00","18,994.01","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 07:00:49","Holding Cost","1581965610","-","-","Account","-","-","-","-","-","-","-","-","-13.21","18,569.01","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 07:00:49","Holding Cost","O4-F9-9EZH7F","-","-","IPD Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,350.00","-6.65700%","-2.07","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 07:00:49","Holding Cost","O4-FB-9FE8E9","-","-","IPD Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,350.00","-6.65700%","-2.07","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 07:00:49","Holding Cost","O4-F9-9EWJCD","-","-","Southern Cross Electrical Engineering LTD","-","-","-","-","-","-","-","-","-","-","-","-","12,243.00","-6.65700%","-2.23","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 07:00:49","Holding Cost","O4-F9-9ENCDJ","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,830.00","-6.65700%","-2.16","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 07:00:49","Holding Cost","O4-F9-9FBBN5","-","-","TPG Telecom Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,762.50","-6.65700%","-1.96","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 07:00:49","Holding Cost","O4-F8-9E5683","-","-","TPG Telecom Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,762.50","-6.65700%","-1.96","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28 Apr 2026 07:00:49","Holding Cost","O4-F8-9DWNCH","-","-","Aurizon Holdings Ltd","-","-","-","-","-","-","-","-","-","-","-","-","4,155.00","-6.65700%","-0.76","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"27 Apr 2026 10:53:05","Commission Charge","1581478499","-","O4-FB-9FE8E9","IPD Group Ltd","2,000 Uts","-","-","-","-","-","-","-","-10.12","18,582.22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"27 Apr 2026 10:53:05","Buy Trade","O4-FB-9FE8E9","T4-FB-6MZRRH","-","IPD Group Ltd","2,000 Uts","5.620","-","5.440","-","-","1","11,240.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25 Apr 2026 07:00:58","Holding Cost","1581224307","-","-","Account","-","-","-","-","-","-","-","-","-33.11","18,592.34","-","-","-","-","-","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25 Apr 2026 07:00:58","Holding Cost","O4-F9-9EZH7F","-","-","IPD Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,980.00","-6.65700%","-6.01","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25 Apr 2026 07:00:58","Holding Cost","O4-F9-9EWJCD","-","-","Southern Cross Electrical Engineering LTD","-","-","-","-","-","-","-","-","-","-","-","-","12,160.50","-6.65700%","-6.65","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25 Apr 2026 07:00:58","Holding Cost","O4-F9-9ENCDJ","-","-","PLS Group Ltd","-","-","-","-","-","-","-","-","-","-","-","-","11,570.00","-6.65700%","-6.33","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25 Apr 2026 07:00:58","Holding Cost","O4-F9-9FBBN5","-","-","TPG Telecom Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,812.50","-6.65700%","-5.92","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25 Apr 2026 07:00:58","Holding Cost","O4-F8-9E5683","-","-","TPG Telecom Ltd","-","-","-","-","-","-","-","-","-","-","-","-","10,812.50","-6.65700%","-5.92","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25 Apr 2026 07:00:58","Holding Cost","O4-F8-9DWNCH","-","-","Aurizon Holdings Ltd","-","-","-","-","-","-","-","-","-","-","-","-","4,175.00","-6.65700%","-2.28","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"24 Apr 2026 15:41:01","Commission Charge","1580715279","-","O4-F9-9FBBN5","TPG Telecom Ltd","2,500 Uts","-","-","-","-","-","-","-","-9.79","18,625.45","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"24 Apr 2026 15:41:01","Buy Trade","O4-F9-9FBBN5","T4-F9-6MX9K2","-","TPG Telecom Ltd","2,500 Uts","4.350","-","4.240","-","-","1","10,875.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"24 Apr 2026 15:34:16","Stop Loss Modified","O4-F9-9ENCDJ","-","O4-F9-9ENCDK","PLS Group Ltd","2,000 Uts","5.500","-","5.557","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"24 Apr 2026 15:33:42","Stop Loss Modified","O4-F9-9EZH7F","-","O4-F9-9EZH7G","IPD Group Ltd","2,000 Uts","5.050","-","5.130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"24 Apr 2026 15:33:18","Stop Loss Modified","O4-F9-9EWJCD","-","O4-F9-9EWJCE","Southern Cross Electrical Engineering LTD","3,300 Uts","3.490","-","3.513","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"24 Apr 2026 15:21:58","Stop Loss Modified","O4-F8-9E5683","-","O4-F8-9E5684","TPG Telecom Ltd","2,500 Uts","4.120","-","4.203","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"24 Apr 2026 13:06:48","Commission Charge","1580689923","-","O4-F9-9FB4ZQ","NRW Holdings","1,800 Uts","-","-","-","-","-","-","-","-9.91","18,635.24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
